           0   0.508881   4.957756   8.695513 
        1000   0.295410   4.774338   8.843718 
        2000   0.255737   4.337479   9.146794 
        3000   0.306915   4.036812   8.997184 
        4000   0.379509   3.458099   8.795779 
        5000   0.162766   2.955513   9.026555 
        6000   0.257339   2.134911   9.335239 
        7000   0.118729   1.905067   9.245012 
        8000   0.019112   1.776672   8.946965 
        9000  -0.026787   1.571701   8.958416 
       10000  -0.057320   1.524384   9.060507 
       11000   0.025108   1.719719   8.901750 
       12000   0.240242   1.524261   8.501987 
       13000   0.137642   1.451553   8.759175 
       14000   0.052589   1.716873   8.409367 
       15000   0.023415   1.964462   8.395977 
       16000  -0.177971   1.572937   8.531221 
       17000   0.091530   1.500748   8.365853 
       18000  -0.024567   1.651680   7.998782 
       19000  -0.318832   1.985970   7.771580 
       20000  -0.426353   1.914223   8.216285 
       21000  -0.946976   2.251068   8.178088 
       22000  -1.428406   2.583168   8.266233 
       23000  -1.320908   2.447121   8.064837 
       24000  -1.459923   2.158752   8.436394 
       25000  -0.895683   1.634323   8.373649 
       26000  -0.678154   1.639969   8.322673 
       27000  -0.502541   1.764977   8.111090 
       28000  -0.601509   1.923050   8.230204 
       29000  -0.586716   1.892838   8.312823 
       30000  -0.527122   2.089279   8.147041 
       31000  -0.451241   2.323586   8.202206 
       32000   0.160629   2.947266   7.999433 
       33000   0.337242   3.137878   8.094814 
       34000   0.365181   3.305893   8.128822 
       35000   0.135490   3.923203   8.463037 
       36000   0.245972   4.426361   8.344652 
       37000   0.315956   4.823837   7.876327 
       38000   0.511124   4.934845   7.940555 
       39000   0.560875   4.772041   7.920112 
       40000  -0.149971   4.366585   8.745905 
       41000  -0.248459   4.481010   8.751331 
       42000  -0.005287   4.358765   8.770881 
       43000   0.207451   4.553177   9.164215 
       44000   0.624863   4.809937   9.295024 
       45000   0.919220   4.648323   9.115412 
       46000   0.954956   5.045876   8.821118 
       47000   0.835716   5.324219   8.519410 
       48000   1.040802   5.429390   8.025156 
       49000   1.060974   5.663994   7.908014 
       50000   1.176048   5.565651   7.684665 
       51000   1.105064   5.680244   7.655627 
       52000   1.551567   5.633781   7.368084 
       53000   1.456902   5.642754   7.165968 
       54000   2.018158   5.720108   6.750075 
       55000   2.364174   5.470436   6.502711 
       56000   2.563484   5.398941   6.412819 
       57000   2.794220   5.360313   6.365835 
       58000   2.871315   5.635490   6.044519 
       59000   2.609779   6.105316   5.759284 
       60000   2.675972   6.099113   5.439078 
       61000   2.781418   6.010117   5.142377 
       62000   2.901245   5.893959   5.143693 
       63000   3.006058   5.649162   4.395811 
       64000   2.858482   5.970329   3.956915 
       65000   2.631355   6.345940   4.267182 
       66000   2.402237   6.040741   4.331987 
       67000   2.110565   6.896835   4.746650 
       68000   1.965797   6.929695   4.755269 
       69000   1.939301   6.808708   4.953741 
       70000   1.622643   6.814911   5.339257 
       71000   1.221550   7.095505   5.479443 
       72000   0.949974   7.063522   5.345465 
       73000   1.037354   7.019173   5.389533 
       74000   1.383575   6.961624   5.758100 
       75000   1.301338   7.239250   6.361976 
       76000   1.744019   7.171120   6.326274 
       77000   1.685379   7.276497   6.330628 
       78000   1.837059   7.237793   6.249027 
       79000   2.253998   7.066666   6.330997 
       80000   2.048523   7.063408   6.339292 
       81000   2.145119   7.160561   6.101310 
       82000   1.924004   7.139130   5.794449 
       83000   1.972603   7.245155   6.014812 
       84000   1.299019   7.424942   6.482451 
       85000   1.501259   7.177643   5.119181 
       86000   1.287689   8.015007   4.642014 
       87000   1.191574   7.517380   3.863142 
       88000   1.472519   7.536186   3.869332 
       89000   1.155418   7.702271   4.025960 
       90000   1.382141   7.670921   3.480325 
       91000   0.968811   7.484848   3.069789 
       92000   0.965012   7.209770   2.797883 
       93000   0.637222   7.255768   2.865025 
       94000   0.526215   6.950821   3.106222 
       95000   0.152519   7.039406   2.692978 
       96000   0.212006   6.746338   3.184201 
       97000   0.635872   6.284309   3.443235 
       98000   0.971748   5.962440   3.272625 
       99000   1.219398   5.726151   3.682109 
      100000   1.432945   5.744446   3.995634 
      101000   1.220703   6.228882   4.345665 
      102000   1.329155   6.512749   4.487854 
      103000   1.900208   6.375114   4.419631 
      104000   2.054214   5.861549   4.875313 
      105000   2.399673   5.879715   5.358664 
      106000   2.045723   5.706734   6.403028 
      107000   2.656929   5.430206   6.405459 
      108000   2.586456   5.457207   6.443459 
      109000   2.416779   5.422089   6.347301 
      110000   2.249657   5.105812   6.364159 
      111000   1.927544   5.000824   6.182107 
      112000   2.029091   5.111069   6.149620 
      113000   2.128937   5.168846   5.946277 
      114000   2.087463   5.193390   5.413387 
      115000   2.189682   5.114296   5.339627 
      116000   2.099670   5.151016   5.018701 
      117000   2.091660   5.012787   5.040162 
      118000   1.929726   4.848068   4.805285 
      119000   2.091911   4.740799   5.092120 
      120000   1.988083   4.374199   5.817063 
      121000   2.299034   4.118523   5.966263 
      122000   2.666298   4.285973   5.849346 
      123000   2.772163   4.063591   5.892144 
      124000   2.975403   3.898460   6.008229 
      125000   3.059196   3.818443   5.680218 
      126000   3.131874   3.479996   5.386381 
      127000   3.083534   3.009239   5.601292 
      128000   2.911957   2.890556   5.578098 
      129000   2.893501   2.766167   5.514626 
      130000   3.189278   2.950958   5.255485 
      131000   3.307251   2.599854   4.596170 
      132000   3.508766   2.257507   4.462210 
      133000   3.867569   2.179626   4.343242 
      134000   3.909172   2.222488   4.494923 
      135000   3.794487   2.264183   4.993295 
      136000   3.581589   2.265579   4.997863 
      137000   3.387833   2.674454   4.988733 
      138000   3.570847   2.225327   4.748574 
      139000   3.693008   2.412788   4.946500 
      140000   3.685982   2.959755   4.666434 
      141000   4.019882   2.836189   4.150669 
      142000   4.242073   2.814919   3.784658 
      143000   4.026421   2.864288   3.276287 
      144000   4.391571   2.654221   3.209980 
      145000   4.386711   3.109573   3.300871 
      146000   4.173935   3.052429   3.263822 
      147000   4.119667   3.216614   3.292216 
      148000   4.047348   3.302010   3.474211 
      149000   4.077591   3.631256   3.491569 
      150000   3.788284   4.056511   3.348522 
      151000   3.878845   4.048897   3.838723 
      152000   3.679619   4.174782   3.860666 
      153000   3.869003   4.058464   4.546159 
      154000   3.869431   4.101151   5.134608 
      155000   3.926414   3.867989   5.319158 
      156000   3.594124   4.286995   5.600957 
      157000   3.553467   3.829224   5.664868 
      158000   3.353294   3.715294   5.301262 
      159000   3.175270   3.377724   5.157928 
      160000   3.270134   3.212914   5.061872 
      161000   3.906876   2.753647   4.884193 
      162000   4.065666   2.140549   5.413316 
      163000   4.053345   2.056206   6.026930 
      164000   4.120438   1.826149   6.375852 
      165000   4.395180   1.640610   6.051871 
      166000   4.362022   1.324326   5.809088 
      167000   4.153961   1.050568   5.849665 
      168000   4.337189   0.642105   5.995630 
      169000   4.185326   0.622849   6.272237 
      170000   3.783691   0.048126   6.690103 
      171000   4.036568  -0.379425   6.565332 
      172000   3.611061  -0.962440   6.389491 
      173000   3.683540  -1.260376   6.614512 
      174000   3.067268  -1.447754   6.865643 
      175000   3.131989  -1.618080   6.787827 
      176000   2.867210  -1.611496   6.543966 
      177000   2.648224  -1.831558   6.503678 
      178000   2.738411  -1.905968   6.409156 
      179000   2.692581  -1.873642   6.574841 
      180000   2.679054  -1.919395   6.488851 
      181000   2.311134  -1.920357   6.790928 
      182000   2.146027  -2.025429   6.317670 
      183000   2.102959  -1.971802   6.043126 
      184000   1.992775  -1.888687   5.667874 
      185000   2.347473  -1.809280   5.547297 
      186000   2.516624  -1.684250   5.574164 
      187000   2.776413  -1.257996   5.324052 
      188000   2.672783  -0.819466   5.366309 
      189000   2.939232  -0.441109   5.828528 
      190000   2.965271   0.117607   6.380315 
      191000   2.835999   0.343277   6.425289 
      192000   2.625954   0.372871   6.032933 
      193000   2.461197   0.271545   5.933280 
      194000   2.237679   0.279282   5.711558 
      195000   2.340202   0.647842   6.130751 
      196000   2.477303   0.920525   6.242743 
      197000   2.395363   0.924797   6.203883 
      198000   3.118530   0.669464   5.911898 
      199000   3.148895   0.421127   5.875130 
      200000   3.145157   0.450470   5.731503 
      201000   3.538391   0.765709   6.094214 
      202000   3.273781   1.062746   5.566967 
      203000   2.960228   1.104119   5.504798 
      204000   3.069237   1.148495   4.963777 
      205000   3.108971   1.083076   5.176461 
      206000   3.056221   1.478791   5.314556 
      207000   3.118652   1.888567   5.021387 
      208000   2.981842   1.742157   5.094136 
      209000   3.214737   1.705104   4.869947 
      210000   3.242409   1.796654   4.664982 
      211000   3.145676   1.819861   4.710550 
      212000   3.000160   1.739998   4.496361 
      213000   3.175888   1.480453   4.228385 
      214000   3.077721   1.208365   4.429440 
      215000   3.176727   0.965374   4.438324 
      216000   4.128273   0.963558   4.752444 
      217000   4.712257   0.643094   5.491578 
      218000   5.437454   0.440713   5.662390 
      219000   6.005013   0.188037   5.891789 
      220000   6.443275   0.360663   6.091695 
      221000   6.527458   0.099904   6.740403 
      222000   6.853645   0.164772   6.771226 
      223000   6.751602   0.606389   6.667318 
      224000   6.714043   0.326599   6.665957 
      225000   6.800636   0.386168   6.269179 
      226000   6.536507   0.587153   6.537700 
      227000   6.607384   1.134404   6.218128 
      228000   6.723518   1.827222   6.575703 
      229000   6.808678   1.552931   6.633697 
      230000   6.478821   0.923138   7.190694 
      231000   6.236290   0.504009   7.310589 
      232000   6.252571   0.523628   7.310950 
      233000   6.431755   0.514766   7.449252 
      234000   6.891151   0.600977   7.339702 
      235000   6.787354   0.359875   7.328119 
      236000   6.633217   0.855983   7.279780 
      237000   6.853966   1.147544   7.311993 
      238000   7.018074   1.435874   7.296060 
      239000   6.824249   1.883504   7.479745 
      240000   6.563881   2.315311   8.086072 
      241000   6.889687   2.533525   7.691858 
      242000   7.281456   3.220380   7.521702 
      243000   7.373276   4.092808   7.214088 
      244000   7.606354   4.311660   7.269117 
      245000   7.744118   4.759034   7.235406 
      246000   7.696747   4.651666   7.060071 
      247000   7.678314   4.201257   6.986118 
      248000   7.988884   4.217239   7.383224 
      249000   7.991974   3.936818   7.688609 
      250000   8.159767   3.564198   7.965899 
      251000   8.247757   3.632934   8.094167 
      252000   8.098259   3.034073   8.387250 
      253000   8.234962   2.819686   8.925622 
      254000   8.346619   2.192444   8.944421 
      255000   8.341995   1.513540   8.767647 
      256000   8.374008   1.341586   8.576184 
      257000   8.773109   0.630574   7.797937 
      258000   9.174202   0.103516   7.163873 
      259000   9.198250  -0.452320   6.899162 
      260000   9.272720  -0.569391   6.408405 
      261000   9.431068  -0.519562   6.221315 
      262000   9.497704  -0.881930   5.776741 
      263000   9.350761  -1.165050   5.685074 
      264000   9.385391  -1.424978   5.546087 
      265000   9.432869  -1.174987   5.737026 
      266000   9.260368  -1.238992   6.074250 
      267000   8.899071  -1.640734   5.912389 
      268000   9.159378  -1.436424   5.819865 
      269000   9.243279  -1.395371   5.210751 
      270000   9.381386  -1.603078   5.287681 
      271000   9.384026  -1.666259   5.269844 
      272000   9.540642  -1.561655   4.993713 
      273000   9.945137  -1.598236   4.481211 
      274000   9.895233  -1.417928   4.390945 
      275000  10.385910  -1.374822   4.082910 
      276000  10.590874  -1.507167   4.020778 
      277000  10.445702  -1.654263   4.796535 
      278000   9.944534  -1.965821   5.160756 
      279000  10.143608  -1.999179   5.138092 
      280000   9.851707  -2.529160   5.038255 
      281000   9.587334  -3.098415   4.749908 
      282000   9.609291  -3.186474   4.001798 
      283000   9.166267  -3.704529   3.538533 
      284000   9.276375  -4.171893   3.097073 
      285000   9.050369  -4.408046   2.808613 
      286000   9.020195  -4.470413   2.543379 
      287000   8.598114  -4.391074   2.125277 
      288000   8.737213  -3.875886   2.016910 
      289000   8.660782  -3.432147   1.873543 
      290000   9.043625  -3.182978   2.245969 
      291000   9.026329  -2.394520   2.419895 
      292000   8.829216  -2.410218   2.620318 
      293000   8.720039  -2.932236   3.227796 
      294000   8.958054  -3.036523   3.084281 
      295000   8.943512  -2.963087   3.065853 
      296000   8.662903  -3.016907   3.145931 
      297000   8.750336  -2.980350   3.295819 
      298000   8.728027  -3.107666   3.275333 
      299000   8.820740  -3.027959   3.136035 
      300000   8.915855  -2.561013   3.317347 
      301000   9.281115  -2.521188   3.043737 
      302000   9.562986  -2.758012   3.323799 
      303000   9.688996  -2.859248   3.675598 
      304000  10.002096  -2.695944   3.383886 
      305000  10.174701  -2.270817   2.759298 
      306000  10.092480  -2.452347   2.786785 
      307000   9.910423  -2.535847   2.769019 
      308000   9.897894  -1.738178   2.358354 
      309000   9.941494  -1.593760   1.819988 
      310000  10.457685  -1.879325   1.763200 
      311000  10.375447  -1.802196   1.804595 
      312000  10.522177  -1.384781   1.413829 
      313000  10.176387  -2.183936   1.515528 
      314000  10.425838  -2.643612   1.768034 
      315000  10.537991  -2.523033   1.781642 
      316000  10.347996  -2.461683   2.020218 
      317000  10.720822  -2.224221   2.361822 
      318000  10.909047  -2.038894   2.442835 
      319000  11.377063  -1.563090   2.469947 
      320000  11.376553  -1.455213   1.932849 
      321000  10.832581  -1.854953   1.376232 
      322000  10.490742  -1.636281   0.682969 
      323000  10.560140  -1.716655   0.498683 
