           0  -1.529711
        1000  -1.511776
        2000  -1.524539
        3000  -1.503368
        4000  -1.476217
        5000  -1.490568
        6000  -1.498968
        7000  -1.462577
        8000  -1.456074
        9000  -1.473529
       10000  -1.476037
       11000  -1.461809
       12000  -1.470900
       13000  -1.470923
       14000  -1.467556
       15000  -1.458030
       16000  -1.458979
       17000  -1.441760
       18000  -1.463597
       19000  -1.440431
       20000  -1.451275
       21000  -1.439011
       22000  -1.446941
       23000  -1.466533
       24000  -1.457450
       25000  -1.445334
       26000  -1.461586
       27000  -1.476596
       28000  -1.476344
       29000  -1.465345
       30000  -1.456970
       31000  -1.447204
       32000  -1.472471
       33000  -1.476841
       34000  -1.439437
       35000  -1.439339
       36000  -1.433590
       37000  -1.427970
       38000  -1.418758
       39000  -1.416645
       40000  -1.432715
       41000  -1.421428
       42000  -1.430489
       43000  -1.450156
       44000  -1.420965
       45000  -1.424136
       46000  -1.411980
       47000  -1.422848
       48000  -1.444975
       49000  -1.433082
       50000  -1.435338
       51000  -1.418042
       52000  -1.399415
       53000  -1.431058
       54000  -1.437625
       55000  -1.413963
       56000  -1.424024
       57000  -1.424827
       58000  -1.416272
       59000  -1.433935
       60000  -1.436368
       61000  -1.432415
       62000  -1.428110
       63000  -1.444056
       64000  -1.428370
       65000  -1.433695
       66000  -1.422632
       67000  -1.434405
       68000  -1.431467
       69000  -1.445183
       70000  -1.457362
       71000  -1.446861
       72000  -1.427919
       73000  -1.456713
       74000  -1.430969
       75000  -1.447053
       76000  -1.427376
       77000  -1.446928
       78000  -1.438289
       79000  -1.427890
       80000  -1.448370
       81000  -1.456199
       82000  -1.432108
       83000  -1.438947
       84000  -1.430470
       85000  -1.441022
       86000  -1.446344
       87000  -1.427892
       88000  -1.425946
       89000  -1.426434
       90000  -1.405550
       91000  -1.422856
       92000  -1.419803
       93000  -1.423406
       94000  -1.415563
       95000  -1.422956
       96000  -1.414861
       97000  -1.425555
       98000  -1.428417
       99000  -1.435933
      100000  -1.444728
      101000  -1.426876
      102000  -1.440460
      103000  -1.433755
      104000  -1.420485
      105000  -1.446328
      106000  -1.433185
      107000  -1.449999
      108000  -1.444506
      109000  -1.430383
      110000  -1.429969
      111000  -1.417083
      112000  -1.425554
      113000  -1.420858
      114000  -1.432716
      115000  -1.427066
      116000  -1.440911
      117000  -1.441722
      118000  -1.416724
      119000  -1.425175
      120000  -1.422452
      121000  -1.426473
      122000  -1.443112
      123000  -1.435572
      124000  -1.421412
      125000  -1.442428
      126000  -1.428638
      127000  -1.441135
      128000  -1.447755
      129000  -1.427323
      130000  -1.430471
      131000  -1.443062
      132000  -1.438983
      133000  -1.446910
      134000  -1.428830
      135000  -1.440720
      136000  -1.456357
      137000  -1.438254
      138000  -1.427944
      139000  -1.448263
      140000  -1.444612
      141000  -1.434841
      142000  -1.398393
      143000  -1.419348
      144000  -1.412854
      145000  -1.435358
      146000  -1.417496
      147000  -1.421977
      148000  -1.425011
      149000  -1.421866
      150000  -1.428622
      151000  -1.424170
      152000  -1.426854
      153000  -1.424033
      154000  -1.417558
      155000  -1.420320
      156000  -1.423521
      157000  -1.405349
      158000  -1.408535
      159000  -1.403114
      160000  -1.438497
      161000  -1.427596
      162000  -1.430765
      163000  -1.410524
      164000  -1.398736
      165000  -1.422141
      166000  -1.401484
      167000  -1.406025
      168000  -1.418008
      169000  -1.425216
      170000  -1.440639
      171000  -1.445865
      172000  -1.452725
      173000  -1.446595
      174000  -1.439217
      175000  -1.442032
      176000  -1.432969
      177000  -1.438168
      178000  -1.425532
      179000  -1.422136
      180000  -1.413456
      181000  -1.413912
      182000  -1.421416
      183000  -1.425050
      184000  -1.421332
      185000  -1.432288
      186000  -1.416141
      187000  -1.395200
      188000  -1.423052
      189000  -1.421798
      190000  -1.397937
      191000  -1.393966
      192000  -1.393587
      193000  -1.401995
      194000  -1.403128
      195000  -1.425557
      196000  -1.417902
      197000  -1.399874
      198000  -1.413936
      199000  -1.421842
      200000  -1.402787
      201000  -1.399066
      202000  -1.417383
      203000  -1.414974
      204000  -1.427801
      205000  -1.406848
      206000  -1.426046
      207000  -1.410944
      208000  -1.392152
      209000  -1.423198
      210000  -1.414265
      211000  -1.404017
      212000  -1.403258
      213000  -1.411146
      214000  -1.388004
      215000  -1.403496
      216000  -1.403284
      217000  -1.425511
      218000  -1.399536
      219000  -1.418406
      220000  -1.390403
      221000  -1.408832
      222000  -1.398978
      223000  -1.390477
      224000  -1.415473
      225000  -1.407687
      226000  -1.400936
      227000  -1.400894
      228000  -1.399790
      229000  -1.398039
      230000  -1.395987
      231000  -1.412469
      232000  -1.388394
      233000  -1.396690
      234000  -1.383589
      235000  -1.392416
      236000  -1.383762
      237000  -1.397420
      238000  -1.396899
      239000  -1.387886
      240000  -1.384159
      241000  -1.411151
      242000  -1.431419
      243000  -1.400096
      244000  -1.421015
      245000  -1.406664
      246000  -1.420864
      247000  -1.405802
      248000  -1.404157
      249000  -1.417571
      250000  -1.396602
      251000  -1.411886
      252000  -1.418221
      253000  -1.407818
      254000  -1.413602
      255000  -1.412280
      256000  -1.429212
      257000  -1.425083
      258000  -1.418962
      259000  -1.405968
      260000  -1.427330
      261000  -1.408013
      262000  -1.417571
      263000  -1.415658
      264000  -1.414402
      265000  -1.426083
      266000  -1.417733
      267000  -1.408582
      268000  -1.417430
      269000  -1.402791
      270000  -1.406606
      271000  -1.439770
      272000  -1.419464
      273000  -1.408748
      274000  -1.427781
      275000  -1.410899
      276000  -1.418710
      277000  -1.399464
      278000  -1.403801
      279000  -1.398244
      280000  -1.400457
      281000  -1.413968
      282000  -1.397351
      283000  -1.412700
      284000  -1.411782
      285000  -1.411818
      286000  -1.403546
      287000  -1.402811
      288000  -1.413442
      289000  -1.411102
      290000  -1.418997
      291000  -1.407911
      292000  -1.400704
      293000  -1.385376
      294000  -1.406219
      295000  -1.395213
      296000  -1.399379
      297000  -1.394245
      298000  -1.392395
      299000  -1.412582
      300000  -1.394945
      301000  -1.394586
      302000  -1.398439
      303000  -1.400470
      304000  -1.388693
      305000  -1.393754
      306000  -1.384030
      307000  -1.394474
      308000  -1.399266
      309000  -1.377892
      310000  -1.403713
      311000  -1.389432
      312000  -1.399970
      313000  -1.393551
      314000  -1.397751
      315000  -1.382940
      316000  -1.365059
      317000  -1.372516
      318000  -1.369829
      319000  -1.370282
      320000  -1.344520
      321000  -1.360500
      322000  -1.388040
      323000  -1.384300
      324000  -1.361515
      325000  -1.370561
      326000  -1.377412
      327000  -1.385379
      328000  -1.373282
      329000  -1.377908
      330000  -1.373176
      331000  -1.378691
      332000  -1.386778
      333000  -1.368282
      334000  -1.391739
      335000  -1.407583
      336000  -1.389353
      337000  -1.396163
      338000  -1.389007
      339000  -1.409495
      340000  -1.388562
      341000  -1.390547
      342000  -1.392036
      343000  -1.429653
      344000  -1.398697
