        0.0000  -1.472019   0.303979  -1.168039 
        3.0000  -1.431426   0.275986  -1.155439 
        6.0000  -1.448973   0.289538  -1.159435 
        9.0000  -1.417715   0.264819  -1.152897 
       12.0000  -1.429427   0.280860  -1.148568 
       15.0000  -1.415994   0.279305  -1.136689 
       18.0000  -1.409923   0.289684  -1.120239 
       21.0000  -1.393349   0.279403  -1.113946 
       24.0000  -1.407307   0.292857  -1.114449 
       27.0000  -1.388219   0.274514  -1.113705 
       30.0000  -1.427853   0.311227  -1.116626 
       33.0000  -1.417605   0.309744  -1.107861 
       36.0000  -1.389257   0.292715  -1.096542 
       39.0000  -1.399367   0.296765  -1.102602 
       42.0000  -1.420855   0.311597  -1.109258 
       45.0000  -1.400104   0.285941  -1.114163 
       48.0000  -1.420453   0.304831  -1.115622 
       51.0000  -1.429517   0.315809  -1.113708 
       54.0000  -1.396949   0.290144  -1.106806 
       57.0000  -1.400893   0.295320  -1.105574 
       60.0000  -1.401639   0.296259  -1.105380 
       63.0000  -1.408262   0.297786  -1.110477 
       66.0000  -1.414103   0.298484  -1.115619 
       69.0000  -1.407079   0.298714  -1.108365 
       72.0000  -1.396978   0.290841  -1.106137 
       75.0000  -1.383625   0.277903  -1.105722 
       78.0000  -1.388606   0.291899  -1.096707 
       81.0000  -1.390791   0.286134  -1.104657 
       84.0000  -1.372779   0.268716  -1.104062 
       87.0000  -1.408444   0.309775  -1.098669 
       90.0000  -1.407287   0.310070  -1.097217 
       93.0000  -1.416996   0.322292  -1.094704 
       96.0000  -1.400873   0.310496  -1.090377 
       99.0000  -1.366125   0.283680  -1.082445 
      102.0000  -1.388161   0.308312  -1.079849 
      105.0000  -1.395654   0.317950  -1.077704 
      108.0000  -1.368814   0.303424  -1.065390 
      111.0000  -1.393700   0.341166  -1.052535 
      114.0000  -1.355426   0.312913  -1.042512 
      117.0000  -1.373631   0.333690  -1.039941 
      120.0000  -1.367527   0.326306  -1.041221 
      123.0000  -1.385789   0.342297  -1.043492 
      126.0000  -1.357852   0.315776  -1.042076 
      129.0000  -1.363250   0.319761  -1.043489 
      132.0000  -1.375590   0.330719  -1.044871 
      135.0000  -1.370813   0.317007  -1.053806 
      138.0000  -1.369606   0.322366  -1.047240 
      141.0000  -1.384177   0.345702  -1.038475 
      144.0000  -1.390503   0.339404  -1.051099 
      147.0000  -1.390361   0.335536  -1.054825 
      150.0000  -1.355350   0.303736  -1.051614 
      153.0000  -1.374980   0.314372  -1.060607 
      156.0000  -1.395264   0.327439  -1.067825 
      159.0000  -1.397352   0.337995  -1.059357 
      162.0000  -1.393253   0.345921  -1.047332 
      165.0000  -1.357525   0.312214  -1.045311 
      168.0000  -1.372740   0.333165  -1.039575 
      171.0000  -1.359508   0.318840  -1.040668 
      174.0000  -1.362108   0.319463  -1.042646 
      177.0000  -1.338361   0.290052  -1.048309 
      180.0000  -1.364265   0.309444  -1.054821 
      183.0000  -1.370887   0.320424  -1.050463 
      186.0000  -1.364601   0.299169  -1.065432 
      189.0000  -1.394035   0.327128  -1.066907 
      192.0000  -1.400157   0.331398  -1.068758 
      195.0000  -1.382736   0.311097  -1.071638 
      198.0000  -1.402641   0.332934  -1.069707 
      201.0000  -1.376830   0.311475  -1.065354 
      204.0000  -1.379943   0.310753  -1.069190 
      207.0000  -1.368731   0.305569  -1.063162 
      210.0000  -1.365478   0.304569  -1.060910 
      213.0000  -1.362747   0.320131  -1.042615 
      216.0000  -1.346690   0.310354  -1.036335 
      219.0000  -1.356094   0.311111  -1.044982 
      222.0000  -1.369485   0.316259  -1.053225 
      225.0000  -1.368535   0.329469  -1.039066 
      228.0000  -1.360225   0.316103  -1.044122 
      231.0000  -1.369113   0.326332  -1.042781 
      234.0000  -1.383335   0.327732  -1.055603 
      237.0000  -1.371487   0.310436  -1.061051 
      240.0000  -1.365721   0.304868  -1.060853 
      243.0000  -1.373131   0.297981  -1.075150 
      246.0000  -1.375772   0.293400  -1.082372 
      249.0000  -1.400419   0.317439  -1.082980 
      252.0000  -1.400526   0.325122  -1.075404 
      255.0000  -1.374783   0.309184  -1.065599 
      258.0000  -1.404344   0.328738  -1.075606 
      261.0000  -1.373456   0.289641  -1.083815 
      264.0000  -1.403616   0.310049  -1.093567 
      267.0000  -1.395626   0.302439  -1.093187 
      270.0000  -1.395729   0.311672  -1.084057 
      273.0000  -1.394436   0.314504  -1.079932 
      276.0000  -1.384175   0.297022  -1.087153 
      279.0000  -1.373068   0.280983  -1.092084 
      282.0000  -1.385669   0.291137  -1.094532 
      285.0000  -1.393799   0.292615  -1.101184 
      288.0000  -1.405415   0.294708  -1.110707 
      291.0000  -1.394781   0.278243  -1.116538 
      294.0000  -1.409186   0.293518  -1.115668 
      297.0000  -1.402295   0.294006  -1.108289 
      300.0000  -1.402921   0.295633  -1.107288 
      303.0000  -1.386594   0.290546  -1.096048 
      306.0000  -1.399088   0.295070  -1.104017 
      309.0000  -1.406688   0.291845  -1.114843 
      312.0000  -1.393293   0.277723  -1.115570 
      315.0000  -1.396432   0.276540  -1.119892 
      318.0000  -1.423506   0.302107  -1.121399 
      321.0000  -1.412121   0.286940  -1.125181 
      324.0000  -1.401889   0.273866  -1.128023 
      327.0000  -1.422407   0.305384  -1.117023 
      330.0000  -1.404309   0.293555  -1.110755 
      333.0000  -1.388920   0.267600  -1.121319 
