           0  -1.472019
        1000  -1.431426
        2000  -1.448973
        3000  -1.417715
        4000  -1.429427
        5000  -1.415994
        6000  -1.409923
        7000  -1.393349
        8000  -1.407307
        9000  -1.388219
       10000  -1.427853
       11000  -1.417605
       12000  -1.389257
       13000  -1.399367
       14000  -1.420855
       15000  -1.400104
       16000  -1.420453
       17000  -1.429517
       18000  -1.396949
       19000  -1.400893
       20000  -1.401639
       21000  -1.408262
       22000  -1.414103
       23000  -1.407079
       24000  -1.396978
       25000  -1.383625
       26000  -1.388606
       27000  -1.390791
       28000  -1.372779
       29000  -1.408444
       30000  -1.407287
       31000  -1.416996
       32000  -1.400873
       33000  -1.366125
       34000  -1.388161
       35000  -1.395654
       36000  -1.368814
       37000  -1.393700
       38000  -1.355426
       39000  -1.373631
       40000  -1.367527
       41000  -1.385789
       42000  -1.357852
       43000  -1.363250
       44000  -1.375590
       45000  -1.370813
       46000  -1.369606
       47000  -1.384177
       48000  -1.390503
       49000  -1.390361
       50000  -1.355350
       51000  -1.374980
       52000  -1.395264
       53000  -1.397352
       54000  -1.393253
       55000  -1.357525
       56000  -1.372740
       57000  -1.359508
       58000  -1.362108
       59000  -1.338361
       60000  -1.364265
       61000  -1.370887
       62000  -1.364601
       63000  -1.394035
       64000  -1.400157
       65000  -1.382736
       66000  -1.402641
       67000  -1.376830
       68000  -1.379943
       69000  -1.368731
       70000  -1.365478
       71000  -1.362747
       72000  -1.346690
       73000  -1.356094
       74000  -1.369485
       75000  -1.368535
       76000  -1.360225
       77000  -1.369113
       78000  -1.383335
       79000  -1.371487
       80000  -1.365721
       81000  -1.373131
       82000  -1.375772
       83000  -1.400419
       84000  -1.400526
       85000  -1.374783
       86000  -1.404344
       87000  -1.373456
       88000  -1.403616
       89000  -1.395626
       90000  -1.395729
       91000  -1.394436
       92000  -1.384175
       93000  -1.373068
       94000  -1.385669
       95000  -1.393799
       96000  -1.405415
       97000  -1.394781
       98000  -1.409186
       99000  -1.402295
      100000  -1.402921
      101000  -1.386594
      102000  -1.399088
      103000  -1.406688
      104000  -1.393293
      105000  -1.396432
      106000  -1.423506
      107000  -1.412121
      108000  -1.401889
      109000  -1.422407
      110000  -1.404309
      111000  -1.388920
      112000  -1.416221
      113000  -1.403185
      114000  -1.396557
      115000  -1.420388
      116000  -1.410195
      117000  -1.404879
      118000  -1.407421
      119000  -1.410722
      120000  -1.430202
      121000  -1.437214
      122000  -1.409089
      123000  -1.400034
      124000  -1.376505
      125000  -1.386710
      126000  -1.395707
      127000  -1.403558
      128000  -1.401481
      129000  -1.392487
      130000  -1.384076
      131000  -1.400471
      132000  -1.382613
      133000  -1.389792
      134000  -1.401007
      135000  -1.405970
      136000  -1.374549
      137000  -1.392981
      138000  -1.396234
      139000  -1.400914
      140000  -1.380519
      141000  -1.398946
      142000  -1.376933
      143000  -1.385101
      144000  -1.382790
      145000  -1.392812
      146000  -1.396524
      147000  -1.378091
      148000  -1.353642
      149000  -1.355618
      150000  -1.368630
      151000  -1.381996
      152000  -1.370317
      153000  -1.351692
      154000  -1.373617
      155000  -1.364711
      156000  -1.372129
      157000  -1.373059
      158000  -1.378306
      159000  -1.358335
      160000  -1.363565
      161000  -1.355812
      162000  -1.347755
      163000  -1.352083
      164000  -1.334723
      165000  -1.334692
      166000  -1.341683
      167000  -1.329635
      168000  -1.329428
      169000  -1.339000
      170000  -1.338397
      171000  -1.316298
      172000  -1.339457
      173000  -1.346443
      174000  -1.338443
      175000  -1.350394
      176000  -1.319976
      177000  -1.337365
      178000  -1.339457
      179000  -1.342448
      180000  -1.348912
      181000  -1.331375
      182000  -1.339421
      183000  -1.333024
      184000  -1.347558
      185000  -1.346486
      186000  -1.351684
      187000  -1.315664
      188000  -1.334669
      189000  -1.329647
      190000  -1.340195
      191000  -1.314251
      192000  -1.330933
      193000  -1.332750
      194000  -1.350282
      195000  -1.344850
      196000  -1.346734
      197000  -1.348556
      198000  -1.354836
      199000  -1.340470
      200000  -1.329878
      201000  -1.332754
      202000  -1.342376
      203000  -1.336099
      204000  -1.339134
      205000  -1.360976
      206000  -1.337643
      207000  -1.350487
      208000  -1.350512
      209000  -1.316787
      210000  -1.353042
      211000  -1.348419
      212000  -1.347012
      213000  -1.335209
      214000  -1.348161
      215000  -1.324572
      216000  -1.352461
      217000  -1.352900
      218000  -1.331339
      219000  -1.353830
      220000  -1.325459
      221000  -1.316674
      222000  -1.314237
      223000  -1.345898
      224000  -1.324683
      225000  -1.308054
      226000  -1.344697
      227000  -1.325421
      228000  -1.326451
      229000  -1.331013
      230000  -1.316859
      231000  -1.329370
      232000  -1.343215
      233000  -1.348480
      234000  -1.336631
      235000  -1.323287
      236000  -1.351187
      237000  -1.326883
      238000  -1.345177
      239000  -1.334910
      240000  -1.345730
      241000  -1.332850
      242000  -1.365046
      243000  -1.329215
      244000  -1.362728
      245000  -1.352463
      246000  -1.335919
      247000  -1.314832
      248000  -1.344434
