        0.0000  -1.439693   0.298657  -1.141035 
        3.0000  -1.440136   0.307116  -1.133019 
        6.0000  -1.440540   0.307546  -1.132995 
        9.0000  -1.436288   0.306072  -1.130216 
       12.0000  -1.435782   0.301612  -1.134170 
       15.0000  -1.440555   0.306154  -1.134401 
       18.0000  -1.447214   0.318641  -1.128573 
       21.0000  -1.452238   0.325104  -1.127134 
       24.0000  -1.432932   0.300993  -1.131939 
       27.0000  -1.442714   0.313834  -1.128880 
       30.0000  -1.432939   0.305674  -1.127265 
       33.0000  -1.440038   0.307533  -1.132506 
       36.0000  -1.432777   0.302894  -1.129883 
       39.0000  -1.426128   0.298761  -1.127367 
       42.0000  -1.422018   0.293464  -1.128553 
       45.0000  -1.437316   0.310963  -1.126353 
       48.0000  -1.429635   0.300980  -1.128655 
       51.0000  -1.431084   0.305428  -1.125657 
       54.0000  -1.430964   0.309750  -1.121214 
       57.0000  -1.419197   0.298577  -1.120620 
       60.0000  -1.419722   0.302571  -1.117151 
       63.0000  -1.426382   0.310136  -1.116246 
       66.0000  -1.413986   0.297924  -1.116062 
       69.0000  -1.420126   0.309280  -1.110846 
       72.0000  -1.427779   0.316074  -1.111705 
       75.0000  -1.412655   0.297106  -1.115549 
       78.0000  -1.418177   0.298260  -1.119916 
       81.0000  -1.414118   0.295833  -1.118285 
       84.0000  -1.427260   0.309794  -1.117466 
       87.0000  -1.420039   0.303079  -1.116960 
       90.0000  -1.419138   0.301760  -1.117378 
       93.0000  -1.424907   0.309318  -1.115589 
       96.0000  -1.425897   0.316916  -1.108981 
       99.0000  -1.424721   0.315670  -1.109051 
      102.0000  -1.422047   0.315677  -1.106369 
      105.0000  -1.416414   0.309655  -1.106758 
      108.0000  -1.427793   0.318091  -1.109702 
      111.0000  -1.417850   0.307162  -1.110688 
      114.0000  -1.423187   0.321481  -1.101705 
      117.0000  -1.420052   0.317061  -1.102991 
      120.0000  -1.427227   0.315946  -1.111281 
      123.0000  -1.419363   0.316379  -1.102984 
      126.0000  -1.431961   0.325763  -1.106199 
      129.0000  -1.424367   0.314207  -1.110160 
      132.0000  -1.423284   0.310844  -1.112439 
      135.0000  -1.437289   0.323114  -1.114174 
      138.0000  -1.431822   0.311104  -1.120719 
      141.0000  -1.418665   0.299704  -1.118961 
      144.0000  -1.423527   0.302608  -1.120919 
      147.0000  -1.419596   0.299020  -1.120577 
      150.0000  -1.432714   0.312649  -1.120066 
      153.0000  -1.436172   0.314628  -1.121545 
      156.0000  -1.424677   0.304556  -1.120121 
      159.0000  -1.422924   0.304339  -1.118585 
      162.0000  -1.431374   0.317622  -1.113751 
      165.0000  -1.419010   0.309744  -1.109266 
      168.0000  -1.428231   0.322966  -1.105265 
      171.0000  -1.409005   0.304622  -1.104383 
      174.0000  -1.425668   0.320890  -1.104779 
      177.0000  -1.412147   0.308457  -1.103690 
      180.0000  -1.410095   0.311469  -1.098626 
      183.0000  -1.422954   0.313269  -1.109686 
      186.0000  -1.421026   0.311775  -1.109251 
      189.0000  -1.415152   0.300699  -1.114452 
      192.0000  -1.427106   0.309654  -1.117453 
      195.0000  -1.430935   0.315055  -1.115880 
      198.0000  -1.426546   0.314231  -1.112315 
      201.0000  -1.422898   0.319294  -1.103605 
      204.0000  -1.417957   0.316507  -1.101451 
      207.0000  -1.418302   0.321327  -1.096975 
      210.0000  -1.419454   0.324834  -1.094620 
      213.0000  -1.429183   0.334854  -1.094329 
      216.0000  -1.415288   0.317550  -1.097738 
      219.0000  -1.422537   0.323840  -1.098697 
      222.0000  -1.425612   0.322563  -1.103049 
      225.0000  -1.423977   0.316980  -1.106996 
      228.0000  -1.417491   0.310792  -1.106699 
      231.0000  -1.438105   0.328020  -1.110085 
      234.0000  -1.437543   0.321125  -1.116418 
      237.0000  -1.429043   0.311870  -1.117173 
      240.0000  -1.440321   0.312743  -1.127578 
      243.0000  -1.440481   0.320823  -1.119658 
      246.0000  -1.433878   0.313755  -1.120124 
      249.0000  -1.428803   0.311990  -1.116813 
      252.0000  -1.438653   0.319597  -1.119056 
      255.0000  -1.426979   0.307122  -1.119857 
      258.0000  -1.434978   0.324017  -1.110961 
      261.0000  -1.441303   0.331025  -1.110278 
      264.0000  -1.427470   0.314176  -1.113294 
      267.0000  -1.428624   0.305394  -1.123230 
      270.0000  -1.443809   0.318485  -1.125325 
      273.0000  -1.434723   0.312890  -1.121832 
      276.0000  -1.439301   0.315350  -1.123951 
      279.0000  -1.438514   0.313778  -1.124735 
      282.0000  -1.429539   0.300186  -1.129353 
      285.0000  -1.431181   0.305128  -1.126053 
      288.0000  -1.441533   0.318526  -1.123006 
      291.0000  -1.444633   0.319847  -1.124786 
      294.0000  -1.433891   0.311058  -1.122833 
      297.0000  -1.446246   0.327453  -1.118794 
      300.0000  -1.433990   0.313607  -1.120384 
      303.0000  -1.447852   0.320449  -1.127404 
      306.0000  -1.427323   0.303773  -1.123550 
      309.0000  -1.438340   0.319038  -1.119302 
      312.0000  -1.444418   0.325051  -1.119367 
      315.0000  -1.440573   0.319753  -1.120820 
      318.0000  -1.448316   0.328284  -1.120032 
      321.0000  -1.447168   0.324178  -1.122990 
      324.0000  -1.451763   0.330035  -1.121729 
      327.0000  -1.443803   0.324815  -1.118988 
      330.0000  -1.435192   0.316609  -1.118584 
      333.0000  -1.439579   0.325135  -1.114444 
      336.0000  -1.427414   0.312997  -1.114417 
      339.0000  -1.432084   0.319396  -1.112687 
      342.0000  -1.437299   0.324761  -1.112538 
      345.0000  -1.424711   0.313153  -1.111557 
      348.0000  -1.446742   0.328488  -1.118254 
      351.0000  -1.444903   0.327157  -1.117746 
      354.0000  -1.438959   0.317517  -1.121442 
      357.0000  -1.439433   0.315026  -1.124407 
